CIK,Issuer Name,Entity Type,Industry Group,Jurisdiction,Child Entity Name,Clarification,Source File
0001548810,Blackstone European Senior Loan Fund,Other,Pooled Investment Fund,IRELAND,Alex Leonard,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014223000077/primary_doc.xml
0001548810,Blackstone European Senior Loan Fund,Other,Pooled Investment Fund,IRELAND,Kimberly Percy,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014223000077/primary_doc.xml
0001548810,Blackstone European Senior Loan Fund,Other,Pooled Investment Fund,IRELAND,Samantha McConnell,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014223000077/primary_doc.xml
0001548810,Blackstone European Senior Loan Fund,Other,Pooled Investment Fund,IRELAND,- Blackstone Ireland Fund Management Limited,Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014222000351/primary_doc.xml
0001548810,Blackstone European Senior Loan Fund,Other,Pooled Investment Fund,IRELAND,Desmond Quigley,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014222000351/primary_doc.xml
0001548810,Blackstone European Senior Loan Fund,Other,Pooled Investment Fund,IRELAND,Thomas Iannarone,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014222000351/primary_doc.xml
0001548810,Blackstone European Senior Loan Fund,Other,Pooled Investment Fund,IRELAND,Alex Leonard,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014222000351/primary_doc.xml
0001548810,Blackstone European Senior Loan Fund,Other,Pooled Investment Fund,IRELAND,Kimberly Percy,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014222000351/primary_doc.xml
0001548810,Blackstone European Senior Loan Fund,Other,Pooled Investment Fund,IRELAND,Samantha McConnell,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014222000351/primary_doc.xml
0001548810,Blackstone European Senior Loan Fund,Other,Pooled Investment Fund,IRELAND,- Blackstone Ireland Fund Management,Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014221000153/primary_doc.xml
0001548810,Blackstone European Senior Loan Fund,Other,Pooled Investment Fund,IRELAND,Desmond Quigley,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014221000153/primary_doc.xml
0001548810,Blackstone European Senior Loan Fund,Other,Pooled Investment Fund,IRELAND,Thomas Iannarone,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014221000153/primary_doc.xml
0001548810,Blackstone European Senior Loan Fund,Other,Pooled Investment Fund,IRELAND,Alex Leonard,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014221000153/primary_doc.xml
0001548810,Blackstone European Senior Loan Fund,Other,Pooled Investment Fund,IRELAND,Kimberly Percy,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014221000153/primary_doc.xml
0001548810,Blackstone European Senior Loan Fund,Other,Pooled Investment Fund,IRELAND,Samantha McConnell,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014221000153/primary_doc.xml
0001548810,BLACKSTONE / GSO EUROPEAN SENIOR LOAN FUND,Other,Pooled Investment Fund,IRELAND,- Blackstone / GSO Debt Funds Management Europe II Limited,Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014220001092/primary_doc.xml
0001548810,BLACKSTONE / GSO EUROPEAN SENIOR LOAN FUND,Other,Pooled Investment Fund,IRELAND,Desmond Quigley,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014220001092/primary_doc.xml
0001548810,BLACKSTONE / GSO EUROPEAN SENIOR LOAN FUND,Other,Pooled Investment Fund,IRELAND,Thomas Iannarone,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014220001092/primary_doc.xml
0001548810,BLACKSTONE / GSO EUROPEAN SENIOR LOAN FUND,Other,Pooled Investment Fund,IRELAND,Alex Leonard,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014220001092/primary_doc.xml
0001548810,BLACKSTONE / GSO EUROPEAN SENIOR LOAN FUND,Other,Pooled Investment Fund,IRELAND,Kimberly Percy,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014220001092/primary_doc.xml
0001548810,BLACKSTONE / GSO EUROPEAN SENIOR LOAN FUND,Other,Pooled Investment Fund,IRELAND,- Blackstone / GSO Debt Funds Management Europe II Limited,Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014219000778/primary_doc.xml
0001548810,BLACKSTONE / GSO EUROPEAN SENIOR LOAN FUND,Other,Pooled Investment Fund,IRELAND,Fiona O'Connor,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014219000778/primary_doc.xml
0001548810,BLACKSTONE / GSO EUROPEAN SENIOR LOAN FUND,Other,Pooled Investment Fund,IRELAND,Desmond Quigley,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014219000778/primary_doc.xml
0001548810,BLACKSTONE / GSO EUROPEAN SENIOR LOAN FUND,Other,Pooled Investment Fund,IRELAND,Thomas Iannarone,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014219000778/primary_doc.xml
0001548810,BLACKSTONE / GSO EUROPEAN SENIOR LOAN FUND,Other,Pooled Investment Fund,IRELAND,Alex Leonard,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014219000778/primary_doc.xml
0001548810,BLACKSTONE / GSO EUROPEAN SENIOR LOAN FUND,Other,Pooled Investment Fund,IRELAND,- Blackstone / GSO Debt Funds Management Europe II Limited,Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014218000882/primary_doc.xml
0001548810,BLACKSTONE / GSO EUROPEAN SENIOR LOAN FUND,Other,Pooled Investment Fund,IRELAND,Fiona O'Connor,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014218000882/primary_doc.xml
0001548810,BLACKSTONE / GSO EUROPEAN SENIOR LOAN FUND,Other,Pooled Investment Fund,IRELAND,Desmond Quigley,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014218000882/primary_doc.xml
0001548810,BLACKSTONE / GSO EUROPEAN SENIOR LOAN FUND,Other,Pooled Investment Fund,IRELAND,Vijay Bharadia,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014218000882/primary_doc.xml
0001548810,BLACKSTONE / GSO EUROPEAN SENIOR LOAN FUND,Other,Pooled Investment Fund,IRELAND,Thomas Iannarone,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014218000882/primary_doc.xml
0001548810,BLACKSTONE / GSO EUROPEAN SENIOR LOAN FUND,Other,Pooled Investment Fund,IRELAND,Alex Leonard,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014218000882/primary_doc.xml
0001548810,BLACKSTONE / GSO EUROPEAN SENIOR LOAN FUND,Other,Pooled Investment Fund,IRELAND,- Blackstone / GSO Debt Funds Management Europe II Limited,Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014217000768/primary_doc.xml
0001548810,BLACKSTONE / GSO EUROPEAN SENIOR LOAN FUND,Other,Pooled Investment Fund,IRELAND,Alan Kerr,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014217000768/primary_doc.xml
0001548810,BLACKSTONE / GSO EUROPEAN SENIOR LOAN FUND,Other,Pooled Investment Fund,IRELAND,Desmond Quigley,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014217000768/primary_doc.xml
0001548810,BLACKSTONE / GSO EUROPEAN SENIOR LOAN FUND,Other,Pooled Investment Fund,IRELAND,Vijay Bharadia,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014217000768/primary_doc.xml
0001548810,BLACKSTONE / GSO EUROPEAN SENIOR LOAN FUND,Other,Pooled Investment Fund,IRELAND,Thomas Iannarone,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014217000768/primary_doc.xml
0001548810,BLACKSTONE / GSO EUROPEAN SENIOR LOAN FUND,Other,Pooled Investment Fund,IRELAND,- Blackstone / GSO Debt Funds Management Europe II Limited,Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014216003499/primary_doc.xml
0001548810,BLACKSTONE / GSO EUROPEAN SENIOR LOAN FUND,Other,Pooled Investment Fund,IRELAND,Alan Kerr,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014216003499/primary_doc.xml
0001548810,BLACKSTONE / GSO EUROPEAN SENIOR LOAN FUND,Other,Pooled Investment Fund,IRELAND,Desmond Quigley,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014216003499/primary_doc.xml
0001548810,BLACKSTONE / GSO EUROPEAN SENIOR LOAN FUND,Other,Pooled Investment Fund,IRELAND,Vijay Bharadia,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014216003499/primary_doc.xml
0001548810,BLACKSTONE / GSO EUROPEAN SENIOR LOAN FUND,Other,Pooled Investment Fund,IRELAND,Thomas Iannarone,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014216003499/primary_doc.xml
0001548810,BLACKSTONE / GSO EUROPEAN SENIOR LOAN FUND,Other,Pooled Investment Fund,IRELAND,- Blackstone / GSO Debt Funds Management Europe II Limited,Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014215001866/primary_doc.xml
0001548810,BLACKSTONE / GSO EUROPEAN SENIOR LOAN FUND,Other,Pooled Investment Fund,IRELAND,Alan Kerr,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014215001866/primary_doc.xml
0001548810,BLACKSTONE / GSO EUROPEAN SENIOR LOAN FUND,Other,Pooled Investment Fund,IRELAND,Desmond Quigley,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014215001866/primary_doc.xml
0001548810,BLACKSTONE / GSO EUROPEAN SENIOR LOAN FUND,Other,Pooled Investment Fund,IRELAND,Dermot Caden,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014215001866/primary_doc.xml
0001548810,BLACKSTONE / GSO EUROPEAN SENIOR LOAN FUND,Other,Pooled Investment Fund,IRELAND,Thomas Iannarone,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014215001866/primary_doc.xml
0001548810,BLACKSTONE / GSO EUROPEAN SENIOR LOAN FUND,Other,Pooled Investment Fund,IRELAND,- Blackstone / GSO Debt Funds Management Europe II Limited,Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014214001653/primary_doc.xml
0001548810,BLACKSTONE / GSO EUROPEAN SENIOR LOAN FUND,Other,Pooled Investment Fund,IRELAND,Daniel Smith,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014214001653/primary_doc.xml
0001548810,BLACKSTONE / GSO EUROPEAN SENIOR LOAN FUND,Other,Pooled Investment Fund,IRELAND,Katrin Goldbeck,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014214001653/primary_doc.xml
0001548810,BLACKSTONE / GSO EUROPEAN SENIOR LOAN FUND,Other,Pooled Investment Fund,IRELAND,Alan Kerr,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014214001653/primary_doc.xml
0001548810,BLACKSTONE / GSO EUROPEAN SENIOR LOAN FUND,Other,Pooled Investment Fund,IRELAND,Mark Moffat,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014214001653/primary_doc.xml
0001548810,BLACKSTONE / GSO EUROPEAN SENIOR LOAN FUND,Other,Pooled Investment Fund,IRELAND,Desmond Quigley,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014214001653/primary_doc.xml
0001548810,BLACKSTONE / GSO EUROPEAN SENIOR LOAN FUND,Other,Pooled Investment Fund,IRELAND,Alex Leonard,Managing Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014214001653/primary_doc.xml
0001615019,BLACKSTONE / GSO GLOBAL DYNAMIC CREDIT GBP FEEDER FUND (IRELAND),Other,Pooled Investment Fund,IRELAND,- Blackstone Ireland Fund Management Limited,Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1615019/000095014222001373/primary_doc.xml
0001615019,BLACKSTONE / GSO GLOBAL DYNAMIC CREDIT GBP FEEDER FUND (IRELAND),Other,Pooled Investment Fund,IRELAND,Desmond Quigley,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1615019/000095014222001373/primary_doc.xml
0001615019,BLACKSTONE / GSO GLOBAL DYNAMIC CREDIT GBP FEEDER FUND (IRELAND),Other,Pooled Investment Fund,IRELAND,Thomas Iannarone,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1615019/000095014222001373/primary_doc.xml
0001615019,BLACKSTONE / GSO GLOBAL DYNAMIC CREDIT GBP FEEDER FUND (IRELAND),Other,Pooled Investment Fund,IRELAND,Alex Leonard,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1615019/000095014222001373/primary_doc.xml
0001615019,BLACKSTONE / GSO GLOBAL DYNAMIC CREDIT GBP FEEDER FUND (IRELAND),Other,Pooled Investment Fund,IRELAND,Kimberly Percy,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1615019/000095014222001373/primary_doc.xml
0001615019,BLACKSTONE / GSO GLOBAL DYNAMIC CREDIT GBP FEEDER FUND (IRELAND),Other,Pooled Investment Fund,IRELAND,Samantha McConnell,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1615019/000095014222001373/primary_doc.xml
0001615019,BLACKSTONE / GSO GLOBAL DYNAMIC CREDIT GBP FEEDER FUND (IRELAND),Other,Pooled Investment Fund,IRELAND,- Blackstone Ireland Fund Management Limited,Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1615019/000095014221001259/primary_doc.xml
0001615019,BLACKSTONE / GSO GLOBAL DYNAMIC CREDIT GBP FEEDER FUND (IRELAND),Other,Pooled Investment Fund,IRELAND,Desmond Quigley,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1615019/000095014221001259/primary_doc.xml
0001615019,BLACKSTONE / GSO GLOBAL DYNAMIC CREDIT GBP FEEDER FUND (IRELAND),Other,Pooled Investment Fund,IRELAND,Thomas Iannarone,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1615019/000095014221001259/primary_doc.xml
0001615019,BLACKSTONE / GSO GLOBAL DYNAMIC CREDIT GBP FEEDER FUND (IRELAND),Other,Pooled Investment Fund,IRELAND,Alex Leonard,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1615019/000095014221001259/primary_doc.xml
0001615019,BLACKSTONE / GSO GLOBAL DYNAMIC CREDIT GBP FEEDER FUND (IRELAND),Other,Pooled Investment Fund,IRELAND,Kimberly Percy,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1615019/000095014221001259/primary_doc.xml
0001615019,BLACKSTONE / GSO GLOBAL DYNAMIC CREDIT GBP FEEDER FUND (IRELAND),Other,Pooled Investment Fund,IRELAND,Samantha McConnell,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1615019/000095014221001259/primary_doc.xml
